week,group,mouse,weight,sex
3,group 3,184,25.9,male
4,group 3,184,28.5,male
5,group 3,184,30.2,male
6,group 3,184,31,male
7,group 3,184,33.5,male
8,group 3,184,34.7,male
9,group 3,184,35.6,male
10,group 3,184,36.4,male
11,group 3,184,36.2,male
12,group 3,184,38.9,male
13,group 3,184,38.2,male
14,group 3,184,39,male
15,group 3,184,39.6,male
16,group 3,184,40.2,male
17,group 3,184,40.6,male
18,group 3,184,40.1,male
19,group 3,184,39.9,male
20,group 3,184,39.4,male
21,group 3,184,39.1,male
22,group 3,184,39.6,male
23,group 3,184,37.8,male
24,group 3,184,38.5,male
25,group 3,184,38,male
26,group 3,184,38.8,male
27,group 3,184,39.1,male
28,group 3,184,39.1,male
29,group 3,184,40.1,male
30,group 3,184,39.7,male
31,group 3,184,40.3,male
32,group 3,184,41.1,male
33,group 3,184,39.6,male
34,group 3,184,41.1,male
35,group 3,184,41.3,male
36,group 3,184,41.2,male
37,group 3,184,40.5,male
38,group 3,184,41.7,male
39,group 3,184,38.3,male
40,group 3,184,38.9,male
41,group 3,184,40.1,male
42,group 3,184,40.4,male
43,group 3,184,39.5,male
44,group 3,184,41.3,male
45,group 3,184,43.8,male
46,group 3,184,44.1,male
47,group 3,184,42.9,male
48,group 3,184,42.8,male
49,group 3,184,42,male
50,group 3,184,38,male
51,group 3,184,41.1,male
1,group 3,185,20.5,male
2,group 3,185,22.3,male
3,group 3,185,24.3,male
4,group 3,185,26.1,male
5,group 3,185,26.2,male
6,group 3,185,25.9,male
7,group 3,185,27,male
8,group 3,185,27.2,male
9,group 3,185,27.9,male
10,group 3,185,28.6,male
11,group 3,185,28.4,male
12,group 3,185,33.1,male
13,group 3,185,29.2,male
14,group 3,185,37.8,male
15,group 3,185,34.2,male
16,group 3,185,33,male
17,group 3,185,33.9,male
18,group 3,185,34.2,male
19,group 3,185,32.1,male
20,group 3,185,31.4,male
21,group 3,185,33,male
22,group 3,185,33.4,male
23,group 3,185,32.1,male
24,group 3,185,32.3,male
25,group 3,185,34.1,male
26,group 3,185,33.6,male
1,group 3,186,20.5,male
2,group 3,186,24.3,male
3,group 3,186,27.5,male
4,group 3,186,30.5,male
5,group 3,186,31.5,male
6,group 3,186,30.2,male
7,group 3,186,30.2,male
8,group 3,186,28.7,male
9,group 3,186,30.1,male
10,group 3,186,31.4,male
11,group 3,186,33,male
12,group 3,186,34.8,male
13,group 3,186,34.3,male
14,group 3,186,31.7,male
15,group 3,186,36.1,male
16,group 3,186,36.1,male
17,group 3,186,36.7,male
18,group 3,186,37.6,male
19,group 3,186,38.2,male
20,group 3,186,36.8,male
21,group 3,186,38.1,male
22,group 3,186,39.5,male
23,group 3,186,38.9,male
24,group 3,186,39.6,male
25,group 3,186,41.1,male
26,group 3,186,40.2,male
1,group 3,187,19.8,male
2,group 3,187,23.8,male
3,group 3,187,26.6,male
4,group 3,187,27.5,male
5,group 3,187,28.5,male
6,group 3,187,28.4,male
7,group 3,187,30,male
8,group 3,187,30.7,male
9,group 3,187,30.9,male
10,group 3,187,31,male
11,group 3,187,31.1,male
12,group 3,187,33.1,male
13,group 3,187,33.2,male
14,group 3,187,31.1,male
15,group 3,187,35.6,male
16,group 3,187,35.6,male
17,group 3,187,36.5,male
18,group 3,187,36.5,male
19,group 3,187,36.7,male
20,group 3,187,35.7,male
21,group 3,187,34.9,male
22,group 3,187,36.7,male
23,group 3,187,34,male
24,group 3,187,35.4,male
25,group 3,187,36.8,male
26,group 3,187,37.1,male
1,group 3,188,18.2,male
2,group 3,188,22.8,male
3,group 3,188,26.2,male
4,group 3,188,28.7,male
5,group 3,188,30.6,male
6,group 3,188,31,male
7,group 3,188,34.3,male
8,group 3,188,34.8,male
9,group 3,188,35.1,male
10,group 3,188,37.5,male
11,group 3,188,37.5,male
12,group 3,188,39.5,male
13,group 3,188,37.7,male
14,group 3,188,32.6,male
15,group 3,188,37.6,male
16,group 3,188,36.7,male
17,group 3,188,39.3,male
18,group 3,188,37.6,male
19,group 3,188,38.7,male
20,group 3,188,38.4,male
21,group 3,188,38.1,male
22,group 3,188,38,male
23,group 3,188,37.7,male
24,group 3,188,39.5,male
25,group 3,188,40.2,male
26,group 3,188,39.7,male
1,group 3,189,13.8,male
2,group 3,189,19.2,male
3,group 3,189,22.6,male
4,group 3,189,24.6,male
5,group 3,189,25.4,male
6,group 3,189,25.8,male
7,group 3,189,27.1,male
8,group 3,189,28,male
9,group 3,189,28.6,male
10,group 3,189,29.6,male
11,group 3,189,29,male
12,group 3,189,30.6,male
13,group 3,189,29.2,male
14,group 3,189,29.7,male
15,group 3,189,29.3,male
16,group 3,189,30.7,male
17,group 3,189,30.5,male
18,group 3,189,30.6,male
19,group 3,189,32.1,male
20,group 3,189,30,male
21,group 3,189,31.3,male
22,group 3,189,32.1,male
23,group 3,189,32.6,male
24,group 3,189,32.2,male
25,group 3,189,31.3,male
26,group 3,189,31.8,male
1,group 3,190,17.3,male
2,group 3,190,22.6,male
3,group 3,190,25.4,male
4,group 3,190,29.4,male
5,group 3,190,30.5,male
6,group 3,190,32.5,male
7,group 3,190,33.7,male
8,group 3,190,37,male
9,group 3,190,38.1,male
10,group 3,190,40.4,male
11,group 3,190,40.5,male
12,group 3,190,42.3,male
13,group 3,190,41.7,male
14,group 3,190,42.5,male
15,group 3,190,42.3,male
16,group 3,190,43.5,male
17,group 3,190,43.2,male
18,group 3,190,43.3,male
19,group 3,190,43.9,male
20,group 3,190,42.7,male
21,group 3,190,43.8,male
22,group 3,190,43.9,male
23,group 3,190,45.1,male
24,group 3,190,44.8,male
25,group 3,190,44.6,male
26,group 3,190,44.9,male
1,group 3,191,18.8,male
2,group 3,191,23.5,male
3,group 3,191,26.6,male
5,group 3,191,31.6,male
6,group 3,191,31.3,male
7,group 3,191,34.3,male
8,group 3,191,35.8,male
9,group 3,191,36.4,male
10,group 3,191,38.5,male
11,group 3,191,38.5,male
12,group 3,191,40.6,male
13,group 3,191,39.3,male
14,group 3,191,41.2,male
15,group 3,191,40.3,male
16,group 3,191,42.5,male
17,group 3,191,42.3,male
18,group 3,191,40.5,male
19,group 3,191,41.9,male
20,group 3,191,35.7,male
21,group 3,191,38.3,male
22,group 3,191,40.2,male
23,group 3,191,40.5,male
24,group 3,191,36.6,male
25,group 3,191,36.7,male
26,group 3,191,36.7,male
1,group 3,192,17,male
2,group 3,192,22.5,male
3,group 3,192,24.1,male
4,group 3,192,27.9,male
5,group 3,192,28.4,male
6,group 3,192,30.1,male
7,group 3,192,31.3,male
8,group 3,192,34.2,male
9,group 3,192,34.3,male
10,group 3,192,36.7,male
11,group 3,192,36.6,male
12,group 3,192,38.8,male
13,group 3,192,37.9,male
14,group 3,192,39.3,male
15,group 3,192,39,male
16,group 3,192,40,male
17,group 3,192,40.2,male
18,group 3,192,40.2,male
19,group 3,192,41.5,male
20,group 3,192,36.4,male
21,group 3,192,39.2,male
22,group 3,192,39.6,male
23,group 3,192,42.7,male
24,group 3,192,40.2,male
25,group 3,192,40.3,male
26,group 3,192,39.5,male
1,group 4,193,15,female
2,group 4,193,17.6,female
3,group 4,193,18.5,female
4,group 4,193,20.4,female
5,group 4,193,21.9,female
6,group 4,193,21,female
7,group 4,193,24.1,female
8,group 4,193,23.8,female
9,group 4,193,21.6,female
10,group 4,193,25.3,female
11,group 4,193,25.1,female
12,group 4,193,26.3,female
13,group 4,193,25.2,female
14,group 4,193,26.4,female
15,group 4,193,27.2,female
16,group 4,193,24.7,female
17,group 4,193,26.5,female
18,group 4,193,27.3,female
19,group 4,193,30.1,female
20,group 4,193,28.1,female
21,group 4,193,26.2,female
22,group 4,193,29.4,female
23,group 4,193,29.3,female
24,group 4,193,29,female
25,group 4,193,29.3,female
26,group 4,193,31.9,female
27,group 4,193,29.7,female
28,group 4,193,31.5,female
29,group 4,193,33.3,female
30,group 4,193,30.4,female
31,group 4,193,32.7,female
32,group 4,193,31.9,female
33,group 4,193,31.4,female
34,group 4,193,33.5,female
35,group 4,193,34.4,female
36,group 4,193,33.9,female
37,group 4,193,32.1,female
38,group 4,193,32.3,female
39,group 4,193,33.1,female
40,group 4,193,33.5,female
41,group 4,193,33.9,female
42,group 4,193,33.5,female
43,group 4,193,35.5,female
44,group 4,193,34.6,female
45,group 4,193,36,female
46,group 4,193,37.3,female
47,group 4,193,37.8,female
48,group 4,193,39.8,female
49,group 4,193,38.8,female
50,group 4,193,38.4,female
51,group 4,193,39.5,female
52,group 4,193,38,female
53,group 4,193,42.8,female
54,group 4,193,35.3,female
55,group 4,193,36.7,female
56,group 4,193,32.7,female
57,group 4,193,37.1,female
58,group 4,193,37.6,female
59,group 4,193,40,female
60,group 4,193,23.7,female
61,group 4,193,34.8,female
62,group 4,193,30.8,female
63,group 4,193,31,female
64,group 4,193,34.2,female
65,group 4,193,32.4,female
66,group 4,193,28.8,female
67,group 4,193,32,female
68,group 4,193,33,female
69,group 4,193,28,female
70,group 4,193,30,female
71,group 4,193,29,female
72,group 4,193,25,female
1,group 4,194,14.2,female
2,group 4,194,17.2,female
3,group 4,194,18.3,female
4,group 4,194,18.9,female
5,group 4,194,19.6,female
6,group 4,194,19.4,female
7,group 4,194,22.3,female
8,group 4,194,21.6,female
9,group 4,194,21.5,female
10,group 4,194,21.5,female
11,group 4,194,21.6,female
12,group 4,194,22.2,female
13,group 4,194,21.9,female
14,group 4,194,22.7,female
15,group 4,194,23.8,female
16,group 4,194,21.8,female
17,group 4,194,23.8,female
18,group 4,194,23.6,female
19,group 4,194,23.5,female
20,group 4,194,23.9,female
21,group 4,194,25.8,female
22,group 4,194,25.8,female
23,group 4,194,25.7,female
24,group 4,194,28.7,female
25,group 4,194,27,female
26,group 4,194,27.7,female
27,group 4,194,28.4,female
28,group 4,194,27.3,female
29,group 4,194,29.3,female
30,group 4,194,27.5,female
31,group 4,194,28.9,female
32,group 4,194,30.5,female
33,group 4,194,27.8,female
34,group 4,194,27.9,female
35,group 4,194,29.9,female
36,group 4,194,28.6,female
37,group 4,194,29.4,female
38,group 4,194,26.2,female
39,group 4,194,28.3,female
40,group 4,194,27.6,female
41,group 4,194,27.9,female
42,group 4,194,28.3,female
43,group 4,194,30.9,female
44,group 4,194,30.5,female
45,group 4,194,31.3,female
46,group 4,194,31.3,female
47,group 4,194,32.7,female
48,group 4,194,33.1,female
49,group 4,194,33.3,female
50,group 4,194,32.7,female
51,group 4,194,33.1,female
52,group 4,194,32,female
53,group 4,194,32.8,female
54,group 4,194,30,female
55,group 4,194,31,female
56,group 4,194,29.7,female
57,group 4,194,25.3,female
58,group 4,194,31.7,female
59,group 4,194,33.6,female
60,group 4,194,30.6,female
61,group 4,194,34.3,female
62,group 4,194,30.8,female
63,group 4,194,30.9,female
64,group 4,194,33.4,female
65,group 4,194,31.2,female
66,group 4,194,28,female
67,group 4,194,30,female
68,group 4,194,34,female
69,group 4,194,28.8,female
70,group 4,194,32,female
71,group 4,194,28.4,female
72,group 4,194,28.5,female
73,group 4,194,25.6,female
1,group 4,195,13.5,female
2,group 4,195,16.7,female
3,group 4,195,18.2,female
4,group 4,195,18.1,female
5,group 4,195,21.1,female
6,group 4,195,21.8,female
7,group 4,195,23.2,female
8,group 4,195,22.3,female
9,group 4,195,23.3,female
10,group 4,195,24.2,female
11,group 4,195,25.7,female
12,group 4,195,26.4,female
13,group 4,195,23.6,female
14,group 4,195,26.1,female
15,group 4,195,26.8,female
16,group 4,195,24,female
17,group 4,195,27,female
18,group 4,195,26.5,female
19,group 4,195,26.6,female
20,group 4,195,27.3,female
21,group 4,195,29.7,female
22,group 4,195,30.7,female
23,group 4,195,28.4,female
24,group 4,195,29.6,female
25,group 4,195,27.1,female
26,group 4,195,30.7,female
27,group 4,195,29.4,female
28,group 4,195,28.1,female
29,group 4,195,28.9,female
30,group 4,195,28.3,female
31,group 4,195,30.5,female
32,group 4,195,30.4,female
33,group 4,195,26.1,female
34,group 4,195,27.2,female
35,group 4,195,28.5,female
36,group 4,195,27.7,female
37,group 4,195,27.6,female
38,group 4,195,27.5,female
39,group 4,195,25.1,female
40,group 4,195,24.1,female
41,group 4,195,24.2,female
42,group 4,195,22.7,female
43,group 4,195,21.7,female
44,group 4,195,30.5,female
45,group 4,195,24.2,female
46,group 4,195,21.5,female
47,group 4,195,21.8,female
48,group 4,195,23.3,female
49,group 4,195,23.6,female
50,group 4,195,23.4,female
51,group 4,195,22.9,female
52,group 4,195,22,female
53,group 4,195,23.1,female
54,group 4,195,21.4,female
55,group 4,195,24.2,female
56,group 4,195,23.3,female
57,group 4,195,32.5,female
58,group 4,195,25.3,female
59,group 4,195,28.1,female
60,group 4,195,23.1,female
61,group 4,195,30.7,female
62,group 4,195,26.4,female
63,group 4,195,25.6,female
1,group 4,196,12.6,female
2,group 4,196,15.6,female
3,group 4,196,16.8,female
4,group 4,196,18.1,female
5,group 4,196,20,female
6,group 4,196,18.7,female
7,group 4,196,22.1,female
8,group 4,196,23.1,female
9,group 4,196,22.6,female
10,group 4,196,23.1,female
11,group 4,196,24.7,female
12,group 4,196,24.1,female
13,group 4,196,25.5,female
14,group 4,196,25.9,female
15,group 4,196,26.8,female
16,group 4,196,25.7,female
17,group 4,196,26.9,female
18,group 4,196,28.1,female
19,group 4,196,31.2,female
20,group 4,196,28.4,female
21,group 4,196,29.6,female
22,group 4,196,32.3,female
23,group 4,196,29.7,female
24,group 4,196,31.2,female
25,group 4,196,32.4,female
26,group 4,196,31.6,female
27,group 4,196,30.2,female
28,group 4,196,31.5,female
29,group 4,196,31.6,female
30,group 4,196,30.1,female
31,group 4,196,32.6,female
32,group 4,196,32.4,female
33,group 4,196,30.1,female
34,group 4,196,30.5,female
35,group 4,196,30.1,female
36,group 4,196,31.3,female
37,group 4,196,29,female
38,group 4,196,28.5,female
39,group 4,196,30.7,female
40,group 4,196,27.3,female
41,group 4,196,27.8,female
42,group 4,196,28.6,female
43,group 4,196,30.2,female
44,group 4,196,27.6,female
45,group 4,196,30.3,female
46,group 4,196,27.8,female
47,group 4,196,26.5,female
48,group 4,196,26.4,female
49,group 4,196,23.7,female
50,group 4,196,24.2,female
51,group 4,196,20,female
1,group 4,197,13.5,female
2,group 4,197,16,female
3,group 4,197,17.2,female
4,group 4,197,19.6,female
5,group 4,197,19.3,female
6,group 4,197,20.4,female
7,group 4,197,23,female
8,group 4,197,22.3,female
9,group 4,197,23.1,female
10,group 4,197,26.3,female
11,group 4,197,24.3,female
12,group 4,197,26.6,female
13,group 4,197,28.3,female
14,group 4,197,27.6,female
15,group 4,197,27.6,female
16,group 4,197,25.9,female
17,group 4,197,29.1,female
18,group 4,197,28.5,female
19,group 4,197,30.2,female
20,group 4,197,30.3,female
21,group 4,197,30.7,female
1,group 4,198,15.2,female
2,group 4,198,18,female
3,group 4,198,19.7,female
4,group 4,198,20.6,female
5,group 4,198,22.7,female
6,group 4,198,20.9,female
7,group 4,198,21.9,female
8,group 4,198,23.9,female
9,group 4,198,24.7,female
10,group 4,198,25.2,female
11,group 4,198,23.1,female
12,group 4,198,26.9,female
13,group 4,198,28.1,female
14,group 4,198,26.2,female
15,group 4,198,27.6,female
16,group 4,198,26.2,female
17,group 4,198,27.9,female
18,group 4,198,28.8,female
19,group 4,198,26.6,female
20,group 4,198,26.8,female
21,group 4,198,30,female
22,group 4,198,30.8,female
23,group 4,198,27.5,female
24,group 4,198,29.8,female
25,group 4,198,27.8,female
26,group 4,198,30.3,female
27,group 4,198,31.3,female
28,group 4,198,31.4,female
29,group 4,198,28.9,female
30,group 4,198,29.4,female
31,group 4,198,30.7,female
32,group 4,198,29,female
33,group 4,198,28.5,female
34,group 4,198,27.5,female
35,group 4,198,31.1,female
36,group 4,198,30.3,female
37,group 4,198,29.6,female
38,group 4,198,26.7,female
39,group 4,198,31.6,female
40,group 4,198,29,female
41,group 4,198,32.9,female
42,group 4,198,33.6,female
43,group 4,198,33.2,female
44,group 4,198,36.2,female
45,group 4,198,37.1,female
46,group 4,198,35.8,female
47,group 4,198,39.2,female
48,group 4,198,41.4,female
49,group 4,198,38.4,female
50,group 4,198,39.7,female
51,group 4,198,41.3,female
52,group 4,198,36,female
53,group 4,198,39.8,female
54,group 4,198,42.7,female
55,group 4,198,40.9,female
56,group 4,198,36.5,female
57,group 4,198,32,female
58,group 4,198,42.8,female
59,group 4,198,40.5,female
60,group 4,198,40.3,female
61,group 4,198,43.2,female
62,group 4,198,37.8,female
63,group 4,198,40,female
64,group 4,198,38.2,female
65,group 4,198,39.2,female
66,group 4,198,39,female
67,group 4,198,37,female
68,group 4,198,40,female
69,group 4,198,35.5,female
70,group 4,198,36.2,female
71,group 4,198,33.4,female
72,group 4,198,36,female
73,group 4,198,32.9,female
1,group 4,199,14.5,female
2,group 4,199,13.7,female
3,group 4,199,17.3,female
4,group 4,199,19.5,female
5,group 4,199,20.2,female
6,group 4,199,19.9,female
7,group 4,199,21.1,female
8,group 4,199,22.5,female
9,group 4,199,20.4,female
10,group 4,199,22.7,female
11,group 4,199,20.8,female
12,group 4,199,22.8,female
13,group 4,199,20.9,female
14,group 4,199,22.9,female
15,group 4,199,21.6,female
16,group 4,199,22.7,female
17,group 4,199,23.9,female
18,group 4,199,22.7,female
19,group 4,199,23.6,female
20,group 4,199,23.8,female
21,group 4,199,24.7,female
22,group 4,199,26,female
23,group 4,199,23.9,female
24,group 4,199,26.3,female
25,group 4,199,24.2,female
26,group 4,199,26.2,female
27,group 4,199,27.8,female
28,group 4,199,25.1,female
29,group 4,199,25.5,female
30,group 4,199,26.6,female
31,group 4,199,24.6,female
32,group 4,199,25.6,female
33,group 4,199,25.9,female
34,group 4,199,25.4,female
35,group 4,199,25.9,female
36,group 4,199,26.9,female
37,group 4,199,25.9,female
38,group 4,199,31.4,female
39,group 4,199,26.4,female
40,group 4,199,25.3,female
41,group 4,199,27.6,female
42,group 4,199,26.9,female
43,group 4,199,27.5,female
44,group 4,199,26.7,female
45,group 4,199,29.8,female
46,group 4,199,27.4,female
47,group 4,199,28.6,female
48,group 4,199,30.2,female
49,group 4,199,28.2,female
50,group 4,199,28.8,female
51,group 4,199,29.5,female
52,group 4,199,29,female
53,group 4,199,28.4,female
54,group 4,199,28.7,female
55,group 4,199,28.9,female
56,group 4,199,28.8,female
57,group 4,199,40.2,female
58,group 4,199,29.5,female
1,group 4,200,14.3,female
2,group 4,200,17.1,female
3,group 4,200,18.1,female
4,group 4,200,19.9,female
5,group 4,200,21.5,female
6,group 4,200,19.6,female
7,group 4,200,21.8,female
8,group 4,200,24.1,female
9,group 4,200,22.1,female
10,group 4,200,22.1,female
11,group 4,200,23,female
12,group 4,200,25.6,female
13,group 4,200,25,female
14,group 4,200,24.7,female
15,group 4,200,24.8,female
16,group 4,200,23.8,female
17,group 4,200,24.5,female
18,group 4,200,27.6,female
19,group 4,200,29.4,female
20,group 4,200,25.8,female
21,group 4,200,28.8,female
22,group 4,200,27.8,female
23,group 4,200,28.2,female
24,group 4,200,29.9,female
25,group 4,200,28.6,female
26,group 4,200,29.6,female
27,group 4,200,30.3,female
28,group 4,200,31.5,female
29,group 4,200,30.8,female
30,group 4,200,29.5,female
31,group 4,200,31.6,female
32,group 4,200,32.1,female
33,group 4,200,29.9,female
34,group 4,200,29.1,female
35,group 4,200,31.7,female
36,group 4,200,32.1,female
37,group 4,200,31.2,female
38,group 4,200,32.1,female
39,group 4,200,32.3,female
40,group 4,200,29.6,female
41,group 4,200,31.6,female
42,group 4,200,33.1,female
43,group 4,200,33.1,female
44,group 4,200,34.5,female
45,group 4,200,38.4,female
46,group 4,200,37.6,female
47,group 4,200,38.6,female
48,group 4,200,42.1,female
49,group 4,200,39.5,female
50,group 4,200,40.2,female
51,group 4,200,42.4,female
52,group 4,200,39,female
53,group 4,200,39.5,female
54,group 4,200,42.5,female
55,group 4,200,22.4,female
56,group 4,200,37.9,female
57,group 4,200,43.8,female
58,group 4,200,40.8,female
59,group 4,200,39.8,female
60,group 4,200,42.8,female
61,group 4,200,41.8,female
62,group 4,200,37.3,female
63,group 4,200,42,female
64,group 4,200,41.5,female
65,group 4,200,40.6,female
66,group 4,200,40,female
67,group 4,200,38,female
68,group 4,200,43,female
69,group 4,200,38,female
70,group 4,200,37,female
71,group 4,200,39,female
72,group 4,200,38,female
73,group 4,200,33,female
1,group 4,201,15,female
2,group 4,201,17.9,female
3,group 4,201,20.4,female
4,group 4,201,21.9,female
5,group 4,201,21.8,female
6,group 4,201,22.8,female
7,group 4,201,22.3,female
8,group 4,201,25.6,female
9,group 4,201,23.4,female
10,group 4,201,25.5,female
11,group 4,201,27.8,female
12,group 4,201,27.1,female
13,group 4,201,28.4,female
14,group 4,201,30.9,female
15,group 4,201,28.1,female
16,group 4,201,26,female
17,group 4,201,29.3,female
18,group 4,201,30.6,female
19,group 4,201,31.6,female
20,group 4,201,27.8,female
21,group 4,201,29.2,female
22,group 4,201,31.1,female
23,group 4,201,28.9,female
24,group 4,201,30.7,female
25,group 4,201,29.1,female
26,group 4,201,30.5,female
27,group 4,201,30.9,female
28,group 4,201,29,female
29,group 4,201,30.2,female
30,group 4,201,30.5,female
31,group 4,201,28.1,female
32,group 4,201,29.4,female
33,group 4,201,28.5,female
34,group 4,201,29.2,female
35,group 4,201,30.4,female
36,group 4,201,30.4,female
37,group 4,201,30.6,female
38,group 4,201,32.2,female
39,group 4,201,30.1,female
40,group 4,201,30.5,female
41,group 4,201,32.2,female
42,group 4,201,32.2,female
43,group 4,201,32.2,female
44,group 4,201,34.2,female
45,group 4,201,34.7,female
46,group 4,201,35.6,female
47,group 4,201,36.5,female
48,group 4,201,37.9,female
49,group 4,201,37.3,female
50,group 4,201,39.8,female
51,group 4,201,38.3,female
52,group 4,201,40,female
53,group 4,201,39.5,female
54,group 4,201,38.3,female
55,group 4,201,38.8,female
56,group 4,201,35.8,female
57,group 4,201,38,female
58,group 4,201,38.2,female
59,group 4,201,38,female
60,group 4,201,35.3,female
61,group 4,201,39.4,female
62,group 4,201,33.8,female
63,group 4,201,37,female
64,group 4,201,37,female
65,group 4,201,34.4,female
66,group 4,201,32,female
67,group 4,201,37,female
68,group 4,201,38,female
69,group 4,201,34.7,female
70,group 4,201,37,female
71,group 4,201,33,female
72,group 4,201,32.4,female
1,group 4,202,16,female
2,group 4,202,18.3,female
3,group 4,202,20.9,female
4,group 4,202,22.5,female
5,group 4,202,22.6,female
6,group 4,202,23.2,female
7,group 4,202,26.2,female
8,group 4,202,27.5,female
9,group 4,202,26.1,female
10,group 4,202,25.7,female
11,group 4,202,28.2,female
12,group 4,202,31,female
13,group 4,202,32.1,female
14,group 4,202,32.2,female
15,group 4,202,30.4,female
16,group 4,202,30.8,female
17,group 4,202,34.2,female
18,group 4,202,31.6,female
19,group 4,202,33.4,female
20,group 4,202,33.8,female
21,group 4,202,35,female
22,group 4,202,35.5,female
23,group 4,202,35.1,female
24,group 4,202,35.3,female
25,group 4,202,33.7,female
26,group 4,202,37.4,female
27,group 4,202,37.8,female
28,group 4,202,36.2,female
29,group 4,202,37.4,female
30,group 4,202,38.7,female
31,group 4,202,37.6,female
32,group 4,202,35.8,female
33,group 4,202,35.6,female
34,group 4,202,38.1,female
35,group 4,202,37.8,female
36,group 4,202,37.5,female
37,group 4,202,39.2,female
38,group 4,202,38.9,female
39,group 4,202,37.2,female
40,group 4,202,37.4,female
41,group 4,202,40.8,female
42,group 4,202,40.9,female
43,group 4,202,41.3,female
44,group 4,202,41.1,female
45,group 4,202,44.7,female
46,group 4,202,44.3,female
47,group 4,202,43.7,female
48,group 4,202,44.8,female
49,group 4,202,46.2,female
50,group 4,202,45.9,female
51,group 4,202,45,female
52,group 4,202,45,female
53,group 4,202,45.9,female
54,group 4,202,44.8,female
55,group 4,202,44.7,female
56,group 4,202,39.7,female
57,group 4,202,35.7,female
58,group 4,202,41.5,female
59,group 4,202,40.2,female
60,group 4,202,35.5,female
61,group 4,202,42.4,female
62,group 4,202,31.4,female
63,group 4,202,38.5,female
64,group 4,202,40,female
65,group 4,202,40.1,female
66,group 4,202,38,female
67,group 4,202,41,female
68,group 4,202,40,female
69,group 4,202,36.9,female
70,group 4,202,40,female
71,group 4,202,34,female
72,group 4,202,34.6,female
73,group 4,202,34.8,female
1,group 4,203,15.4,female
2,group 4,203,17.8,female
3,group 4,203,19.5,female
4,group 4,203,19.8,female
5,group 4,203,20,female
6,group 4,203,20.9,female
7,group 4,203,22.4,female
8,group 4,203,23.6,female
9,group 4,203,22.8,female
10,group 4,203,20.9,female
11,group 4,203,22.1,female
12,group 4,203,24.6,female
13,group 4,203,24.3,female
14,group 4,203,22.4,female
15,group 4,203,22.7,female
16,group 4,203,22.6,female
17,group 4,203,24.1,female
18,group 4,203,24.3,female
19,group 4,203,23.6,female
20,group 4,203,24.2,female
21,group 4,203,25.2,female
22,group 4,203,24.5,female
23,group 4,203,25,female
24,group 4,203,27,female
25,group 4,203,25.9,female
26,group 4,203,27.6,female
27,group 4,203,27.7,female
28,group 4,203,26.5,female
29,group 4,203,27.3,female
30,group 4,203,26,female
31,group 4,203,27.2,female
32,group 4,203,28.6,female
33,group 4,203,27.1,female
34,group 4,203,24.4,female
35,group 4,203,26.9,female
36,group 4,203,29,female
37,group 4,203,28.9,female
38,group 4,203,27.6,female
39,group 4,203,28.2,female
40,group 4,203,29.6,female
41,group 4,203,31.1,female
42,group 4,203,30.4,female
43,group 4,203,30.4,female
44,group 4,203,31.5,female
45,group 4,203,33.4,female
46,group 4,203,32.8,female
47,group 4,203,33.1,female
48,group 4,203,35.4,female
49,group 4,203,35,female
50,group 4,203,34.7,female
51,group 4,203,35,female
52,group 4,203,36,female
53,group 4,203,35.1,female
54,group 4,203,34,female
55,group 4,203,34.5,female
56,group 4,203,33.3,female
57,group 4,203,44.3,female
58,group 4,203,44.4,female
59,group 4,203,32.6,female
60,group 4,203,29.9,female
61,group 4,203,36.4,female
62,group 4,203,30,female
63,group 4,203,33,female
64,group 4,203,35.5,female
65,group 4,203,32.8,female
66,group 4,203,29,female
67,group 4,203,33,female
68,group 4,203,34,female
69,group 4,203,30,female
70,group 4,203,32,female
71,group 4,203,31,female
72,group 4,203,28.4,female
73,group 4,203,28.6,female
1,group 4,204,15.3,female
2,group 4,204,17.6,female
3,group 4,204,19.5,female
4,group 4,204,18.7,female
5,group 4,204,20.7,female
6,group 4,204,21.3,female
7,group 4,204,20.9,female
8,group 4,204,23.4,female
1,group 4,205,16.5,female
2,group 4,205,19.3,female
3,group 4,205,20.5,female
4,group 4,205,22.2,female
5,group 4,205,21.9,female
6,group 4,205,23,female
7,group 4,205,26.1,female
8,group 4,205,24.8,female
9,group 4,205,26.1,female
10,group 4,205,28.6,female
11,group 4,205,25.5,female
12,group 4,205,28.7,female
13,group 4,205,28.6,female
14,group 4,205,28.1,female
15,group 4,205,29.4,female
16,group 4,205,26.1,female
17,group 4,205,25.2,female
18,group 4,205,31.5,female
19,group 4,205,33.2,female
20,group 4,205,30.4,female
21,group 4,205,32.4,female
22,group 4,205,34.4,female
23,group 4,205,33.2,female
24,group 4,205,32.4,female
25,group 4,205,30.3,female
26,group 4,205,33.5,female
27,group 4,205,34.8,female
28,group 4,205,35.2,female
29,group 4,205,34.1,female
30,group 4,205,33.8,female
31,group 4,205,33.6,female
32,group 4,205,32.1,female
33,group 4,205,31,female
34,group 4,205,32.3,female
35,group 4,205,33.7,female
36,group 4,205,34.1,female
37,group 4,205,32.3,female
38,group 4,205,33.5,female
39,group 4,205,33.4,female
40,group 4,205,32.9,female
41,group 4,205,31.9,female
42,group 4,205,32.5,female
43,group 4,205,33.4,female
44,group 4,205,34.7,female
45,group 4,205,36.2,female
46,group 4,205,36.4,female
47,group 4,205,35.5,female
48,group 4,205,36.2,female
49,group 4,205,36,female
50,group 4,205,38.4,female
